PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge,Prediction
48790833,826500,7/30/2015,530330029002,SF 5000,9,3,2,1610,,6000,2,1926,79,47681379,-122357116,496700,1219,1939,0.6315,0.0715,95707,0.3166,34.2,458604.7779442886
48790886,891000,7/8/2015,530330029002,SF 5000,9,4,2,2090,,5050,1,1916,,47680173,-122357725,496700,1219,1939,0.6315,0.0715,95707,0.3166,34.2,759349.476600205
48791032,275000,4/1/2015,530330316041,R6,9,3,2.25,1420,400,8549,2,1989,,47357642,-122039347,284600,1075,1996,0.8611,0.0371,101729,0.5776,32.3,
48792132,345000,8/27/2015,530330317032,RA5,9,3,1,1910,,154638,2,1989,79,47383315,-122136279,341800,,1989,0.9784,0.0485,96919,0.3627,38.6,260734.2637728513
48792504,440000,8/20/2015,530330327023,UR,9,3,3,3260,,33971,1,1981,244,47466560,-121757115,328200,2001,1984,0.86,0.0361,127642,0.345,45.5,485077.2869933745
48793453,339000,5/30/2015,530330293032,R6,9,3,2.5,1700,420,5802,2,1999,,47437456,-122189085,291500,968,1972,0.8008,0,100089,0.1713,48.4,311744.48782012897
48794275,691000,6/27/2015,530330121001,SF 9600,9,2,2,2230,,11680,2,1903,78,47514896,-122393885,586900,2001,1958,0.9134,0.0167,117981,0.1733,50.7,588316.6896519539
48794327,506650,7/29/2015,530330106001,SF 5000,9,2,1,1660,,4860,1,1943,,47550404,-122380854,448700,681,1947,0.8085,0.0591,135729,0.3582,38.5,483631.8595372755
48794329,347000,7/18/2015,530330106001,SF 5000,9,2,1,720,,5080,1,1947,,47551873,-122379959,448700,681,1947,0.8085,0.0591,135729,0.3582,38.5,
48794666,670000,5/9/2015,530330323231,R1,9,5,2.25,2290,770,39000,2,1979,,47701269,-122119790,630000,1355,1994,0.3032,0,74831,0.2034,31.5,677900.6444384813
48795014,1075000,5/30/2015,530330323153,RA5,9,4,2.5,3710,1070,91804,2,1990,,47639755,-121989831,611500,,1990,0.9192,0.0946,131189,0.4735,43.5,1006650.4859008716
48795143,510000,6/23/2015,530330097023,SF 5000,9,3,1.75,1620,200,5750,1,1947,82,47563950,-122394388,367300,972,1947,0.7074,0.1012,64688,0.0965,52.5,497987.3354529137
48795221,1050000,5/9/2015,530330097023,SF 5000,9,4,4.25,3720,790,5750,2,2006,78,47563161,-122398492,367300,972,1947,0.7074,0.1012,64688,0.0965,52.5,1251769.093754523
48795992,855000,7/3/2015,530330041001,SF 5000,9,3,1,2210,430,6206,1,1950,,47672298,-122258970,774500,1420,1990,0.2821,0.0805,66875,0.1411,29.4,789216.0194555658
48798455,765000,8/29/2015,530330238012,R3.5,9,5,2,2460,240,9500,2,1949,,47596369,-122196135,270800,1070,1992,0.423,0,51875,0.154,45.1,728545.7209536764
48799302,590000,6/13/2015,530330042004,SF 5000,9,2,1.75,1810,,3320,1,1920,,47668153,-122285453,589000,1657,1943,0.7905,0,127143,0.3829,31.8,545183.1651226048
48799496,540000,6/24/2015,530330099002,SF 5000,9,3,2.25,1600,,4600,1,1912,,47566691,-122360475,313800,1057,1944,0.5937,0.049,80368,0.196,36,474260.95520708174
48799624,1400000,4/11/2015,530330239003,R4,9,4,3,2770,690,8879,2,2001,,47583146,-122192555,695100,1789,1957,0.8905,0.0778,156500,0.4393,44.1,658432.2782711962
48800031,345000,5/27/2015,530330257023,R6,9,3,2,1650,270,7350,1,1981,,47461695,-122168343,278700,1730,1978,0.6797,0.0179,63707,0.4792,31.4,351066.2317180056
48800288,810000,7/25/2015,530330027001,SF 5000,9,3,2.5,1880,,5820,2,1910,78,47686560,-122322091,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4,504617.8840152746
48800345,567000,4/25/2015,530330027001,SF 5000,9,3,2,1630,220,4275,2,1908,79,47685104,-122322341,465000,1575,1939,0.6551,0.0185,70734,0.3181,32.4,652026.4060788439
48801012,1090000,8/18/2015,530330221014,R6,9,3,4,4380,530,10123,2,1987,246,47745331,-122259982,468100,,1974,0.9636,0,119286,0.2119,51.9,1598037.7053052944
48801176,485000,7/9/2015,530330319092,R6,9,3,2.5,3020,550,7663,2,1987,,47439373,-122150739,373800,1692,1985,0.8214,0,109716,0.2832,44.6,491010.4820316308
48801526,495000,5/16/2015,530330319081,R6,9,4,2.5,2400,160,11640,1,1968,246,47448446,-122139294,273900,982,1976,0.7007,0.0106,63125,0.3349,39.6,481291.95183902123
48801787,453000,7/16/2015,530330319083,R6,9,4,1.75,1810,590,12969,1,1967,246,47450007,-122141162,320700,801,1970,0.5913,0,63750,0.2643,47.4,434073.3864070915
48801890,290000,8/4/2015,530330257022,R6,9,4,2,1440,460,7350,1,1974,,47456385,-122159291,269000,1292,1973,0.8822,0,59833,0.3438,42.7,
48802020,398450,9/19/2015,530330319072,R6,9,3,2,1740,440,7665,1,1968,,47456844,-122147819,355400,,1970,0.9055,0,90455,0.2195,60.4,389191.58503130055
48802388,460000,7/11/2015,530330319072,R6,9,4,2.25,2950,480,9600,2,1972,246,47449530,-122132991,355400,,1970,0.9055,0,90455,0.2195,60.4,435735.15805538127
48802750,360000,8/25/2015,530330319075,R6,9,3,3,1710,220,7140,1,1977,,47445333,-122128491,348900,,1977,0.8486,0.1162,112583,0.5012,36.8,366882.94614170823
48803367,335000,5/27/2015,530330319072,R6,9,3,2.25,2030,530,10077,2,1978,,47453757,-122127519,355400,,1970,0.9055,0,90455,0.2195,60.4,388239.8834211938
48803393,447000,7/1/2015,530330319072,R6,9,4,2.5,2810,260,19800,1,1979,246,47453972,-122133535,355400,,1970,0.9055,0,90455,0.2195,60.4,464789.0330468857
48803773,356200,9/19/2015,530330326011,CB,9,3,2,1480,,21000,2,1930,78,47567793,-121892181,313400,813,1985,0.5955,0.036,74112,0.2069,41.3,
48803933,837000,8/21/2015,530330323212,RA2.5,9,4,3,2660,580,38240,2,1981,,47734999,-122132653,700000,1518,1980,0.8258,0.0231,137649,0.2172,50.8,882564.7117903915
48804538,905000,8/15/2015,530330116005,SF 5000,9,4,2.5,3050,540,6400,2,2015,,47523316,-122390445,576700,945,1953,0.7116,0,136544,0.1797,50.1,1065426.4494394956
48804739,689990,8/20/2015,530330116002,SF 5000,9,4,4,2900,520,5100,2,1997,82,47533370,-122383429,369300,1279,1949,0.672,0,125587,0.2736,42.1,861337.1274411792
48805202,589500,5/16/2015,530330116003,SF 5000,9,4,1.5,1440,,3200,1,1960,82,47526943,-122383162,497300,545,1956,0.8234,0.1036,103448,0.2375,49,
48805490,400000,9/1/2015,530330293062,SR6,9,4,3,3010,440,6484,2,1998,,47417547,-122179594,312100,1565,1984,0.8955,0,105461,0.3895,43.3,639533.331354397
48806669,1380000,5/16/2015,530330246022,R15,9,5,4.25,4050,150,18827,1,1979,78,47532262,-122237304,946900,,1976,0.9901,0.0485,189306,0.4272,43,1715566.5905554295
48807124,640000,5/20/2015,530330230002,R3.5,9,4,2,2660,,20999,1,1982,,47624861,-122108643,478100,1478,1966,0.8827,0.0272,89167,0.3408,46.2,665424.2368183243
48807140,850000,7/18/2015,530330229025,R3,9,5,2.25,3080,650,12000,1,1967,,47630814,-122104153,564400,,1974,0.8686,0,142273,0.4216,40.3,833006.1687576346
48807709,775000,9/25/2015,530330323214,R4,9,4,2.25,2830,530,65340,2,1977,79,47704995,-122104991,690200,,2002,0.9425,0.0196,205455,0.635,37.8,561730.4655000396
48807728,1200000,8/29/2015,530330323211,RA2.5,9,4,4,4410,850,52814,2,1985,,47717045,-122117804,711100,,1985,0.95,0.0854,145375,0.52,45.6,943407.4067981842
48807941,515464,7/11/2015,530330038002,SF 5000,9,3,2,2200,300,5196,1,1949,,47677441,-122298790,540300,1261,1953,0.8665,0.0396,83929,0.3665,42.9,531256.2512724387
48808519,400000,4/1/2015,530330326011,R4,9,3,2.5,1950,740,18533,2,1988,,47564737,-121903161,313400,813,1985,0.5955,0.036,74112,0.2069,41.3,678268.1457260887
48808712,755100,7/24/2015,530330322111,R4,9,4,2.25,2660,560,11976,2,1991,,47582847,-122029779,601500,1221,1992,0.5507,0.0143,97566,0.6216,32.3,797602.4143969099
48808906,286500,8/14/2015,530330303124,RS7.2,9,3,3,1820,160,8250,1,1981,,47298714,-122369389,242400,,1983,0.8836,0.096,114423,0.3767,45.5,303681.60679913044
48809457,400000,6/24/2015,530330219042,RSA 6,9,3,1.75,1680,240,7665,1,1978,,47719833,-122170040,352800,2001,1978,0.8577,0.1217,128988,0.2921,38.7,427073.76354876294
48810102,478000,7/17/2015,530330226031,RSX 7.2,9,3,1.75,1280,200,7350,1,1979,,47702188,-122170315,162500,1029,1984,0.5176,0.3071,48068,0.1569,30.3,
48810322,725000,7/1/2015,530330010002,SF 7200,9,4,2,2810,390,7938,1,1947,78,47703313,-122293107,405000,1125,1960,0.6236,0.0496,68750,0.2993,37.8,703521.2551819577
48810908,2945000,5/2/2015,530330245003,R15,9,5,4,4570,550,19831,1,2015,82,47559719,-122227353,943100,,1967,0.969,0.0565,174196,0.312,52.2,3139046.400967442
48811021,690000,4/4/2015,530330246022,R8.4,9,3,2,1710,180,17707,1,1947,244,47539265,-122215823,946900,,1976,0.9901,0.0485,189306,0.4272,43,592165.704092055
48811524,807500,7/25/2015,530330321041,SFS,9,4,3.5,2720,720,13091,2,2000,,47519522,-122035738,497800,1107,1982,0.8385,0,105525,0.2497,49,511595.26181931654
48811661,745000,9/23/2015,530330225002,RS 8.5,9,5,4,2940,440,7555,2,1987,,47694702,-122183915,529700,,1985,0.9774,0.1534,129537,0.3453,43.2,1064510.7481200285
48813796,774000,5/30/2015,530330321041,SFS,9,3,2.25,2670,910,15721,2,1985,79,47518626,-122057927,497800,1107,1982,0.8385,0,105525,0.2497,49,32294.430964827246
48814836,1141000,7/28/2015,530330249013,R3.5,9,4,3,3260,820,15570,2,1986,79,47556804,-122155889,689500,,1978,0.9656,0,133424,0.443,43.4,1255405.7852047668
48815120,1000000,6/24/2015,530330249034,R3.5,9,4,3,3240,530,9551,2,1989,,47546221,-122157183,628900,,1986,0.9162,0.0291,128398,0.5469,45.6,314657.95493219397
48815306,692500,8/27/2015,530330005003,SF 7200,9,3,2,2560,400,9465,1,1952,82,47713624,-122362622,486200,,1956,0.9036,0.0351,108875,0.2677,47.1,671875.0319152244
48815813,376500,6/27/2015,530330210001,R6,9,4,1,1140,,8160,1,1948,,47743335,-122325239,300500,1181,1957,0.8188,0,51354,0.4077,36.6,
48815934,695000,7/15/2015,530330319041,RA5,9,4,2.5,3420,770,93577,2,1989,,47475260,-122034448,496200,1225,1981,0.9301,0.0567,106042,0.3447,44.1,832399.3146935807
48816289,329000,6/27/2015,530330293043,R4,9,3,2.25,1440,160,6210,1,1990,,47437808,-122166516,265700,1067,1994,0.543,0.1489,79547,0.3861,32.5,
48816860,339000,5/7/2015,530330317064,R6,9,3,2,1740,,21980,1,1973,,47364382,-122132044,345800,1656,1998,0.908,0,112813,0.5953,33.1,341359.16065184795
48817218,840000,6/27/2015,530330327025,RA5,9,4,3,4470,,213444,2,1990,79,47449403,-121746480,510900,1086,1976,0.7465,0.3454,100341,0.3226,37.8,870563.9679197907
48820763,333000,6/27/2015,530330298013,SR6,9,4,3.5,2380,730,16553,1,1979,79,47358361,-122275569,255300,883,1981,0.641,0,44185,0.3282,30.9,366515.93884730246
48821107,695000,4/23/2015,530330320022,RA5,9,3,3,2600,790,220300,2,1977,,47456612,-122016088,535100,725,1988,0.8773,0,71910,0.3118,47.6,605126.7085773896
48821181,660000,4/29/2015,530330320022,RA5,9,4,3,3170,1090,186436,2,2000,,47447866,-122034283,535100,725,1988,0.8773,0,71910,0.3118,47.6,519652.53972411156
48821457,485000,7/11/2015,530330328001,RA2.5,9,3,1,1360,620,47916,1,1953,79,47531417,-121763594,351200,,1989,0.9304,0.1802,86250,0.0659,53.9,
48821782,545000,8/4/2015,530330008002,SF 7200,9,4,2,2450,,7260,1,1960,78,47706439,-122283824,399400,1288,1958,0.7413,0.0774,84167,0.2605,41.9,566176.674257956
48822438,525000,7/15/2015,530330104011,SF 5000,9,4,2.75,2050,530,8715,1,1955,,47555021,-122296552,346200,1504,1966,0.7383,0,54631,0.2723,36.5,518182.29657844757
48822959,688000,7/2/2015,530330033002,SF 5000,9,3,2.5,2370,,5000,2,1983,,47675774,-122372601,395800,1498,1945,0.4347,0.0199,70263,0.1802,40.5,730287.8630120261
48824149,513000,5/1/2015,530330047001,SF 5000,9,3,2,1710,180,5000,1,1944,,47668934,-122369510,488300,928,1941,0.5318,0.1145,92989,0.3922,32.8,515200.1866889351
48825295,559000,5/30/2015,530330058014,SF 5000,9,3,1.5,1050,,6615,1,1950,79,47657794,-122390253,477800,1026,1965,0.3353,0,68750,0.1543,35.3,
48826229,640000,9/11/2015,530330236013,R3.5,9,3,1.5,1400,,10200,1,1963,,47608003,-122167728,605800,,1965,0.9544,0.1296,112054,0.3465,45.2,
48826593,285000,9/30/2015,530330294051,SR6,9,5,2.25,1930,530,8550,1,1969,79,47414626,-122174935,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9,299462.3620922876
48826838,260000,5/30/2015,530330294051,SR6,9,4,1.75,2130,240,6534,1,1980,,47408846,-122173210,305700,1566,1984,0.8881,0.0453,79313,0.5525,37.9,284544.0031994671
48826965,365000,5/16/2015,530330251012,R6,9,4,2.5,2030,530,7210,1,1969,,47506660,-122160371,345700,945,1975,0.4525,0.0674,52813,0.2072,36.9,386168.040369479
48827423,300000,5/29/2015,530330264003,R6,9,2,1,1510,,11745,1,1942,,47508107,-122315002,220500,896,1956,0.7297,0,43607,0.2113,42.5,275784.7223957915
48827920,839000,6/16/2015,530330062001,SF 5000,9,4,1.5,1950,290,4144,2,1930,82,47643268,-122298894,721400,1322,1939,0.6601,0,89250,0.2115,36,502965.19616006326
48828306,695000,4/29/2015,530330106005,SF 7200,9,3,2,2560,290,6800,1,1952,82,47550598,-122395454,595700,1397,1947,0.8253,0,111375,0.2635,45.9,679018.985306238
48828313,380000,6/2/2015,530330256021,R6,9,4,2,1740,620,9605,1,1969,,47482478,-122157277,350000,,1983,0.9629,0,90391,0.388,35.8,377170.3639959968
48830506,412000,4/15/2015,530330099004,LR1,9,4,2.25,1470,,5000,1,1912,78,47568773,-122362547,264500,1196,1986,0.6601,0.1602,56964,0.1732,39.5,
48830678,465000,4/21/2015,530330032001,SF 5000,9,3,1,800,,3060,2,1903,,47676935,-122388969,452700,1089,1939,0.4263,0,78672,0.159,31.9,
48831277,865000,7/17/2015,530330059004,SF 5000,9,3,2,2540,,6000,1,1930,78,47646599,-122368346,764800,1690,1939,0.689,0,87841,0.2839,42.2,791236.1381601794
48832264,625000,5/28/2015,530330034002,SF 5000,9,3,2,1600,,4200,1,1945,79,47676532,-122359772,466800,1313,1939,0.7424,0.1099,92245,0.2683,37.7,587940.6683366849
48832370,688100,8/15/2015,530330034002,SF 5000,9,5,1,1610,60,3215,2,1925,,47677292,-122363820,466800,1313,1939,0.7424,0.1099,92245,0.2683,37.7,762009.1191006381
48833053,725000,9/25/2015,530330036002,LR2,9,3,1.5,2250,,2665,2,1931,,47683062,-122328435,416700,968,1986,0.2791,0.0869,78850,0.0246,30,479849.14993721276
48833882,215000,7/1/2015,530330305044,R7,9,3,1,960,460,6000,1,1968,,47326066,-122210558,107800,844,1975,0.6685,0.078,42854,0.1924,48.6,
48834113,449950,4/21/2015,530330316033,RA5,9,3,2,2070,,96703,1,1999,79,47285191,-122008483,268300,839,1984,0.8898,0.069,55804,0.2244,50.7,463644.1939469969
48834812,535000,7/11/2015,530330226061,R5,9,3,2.25,1870,240,9000,1,1975,,47673071,-122147954,458200,1190,1975,0.6243,0.0234,141813,0.3573,41.2,549713.8062461729
48834907,385000,9/19/2015,530330222023,RSA 6,9,4,1,1120,,9058,1,1970,,47722404,-122219290,366900,1699,1973,0.8629,0.0633,95100,0.4035,39.6,
48835913,765000,6/2/2015,530330017013,SF 5000,9,3,3,2780,240,3696,2,2012,,47700419,-122350308,343900,881,1977,0.6125,0,82727,0.2731,33,676546.5759337589
48836925,701000,8/18/2015,530330030001,SF 5000,9,3,2,1600,280,5360,1,1941,,47687470,-122368635,450200,1221,1939,0.8395,0,105865,0.3611,37.7,637200.1300224506
48836930,715000,7/29/2015,530330030001,SF 5000,9,4,1,1880,260,5640,2,1944,,47688669,-122368015,450200,1221,1939,0.8395,0,105865,0.3611,37.7,704935.8211831221
48837070,495000,5/2/2015,530330030001,SF 5000,9,1,1,960,,5000,2,1928,,47684650,-122369717,450200,1221,1939,0.8395,0,105865,0.3611,37.7,
48837294,372000,7/11/2015,530330277011,RA5,9,2,1,1790,,20473,2,1992,,47454871,-122458814,428700,322,1966,0.5742,0.0341,35648,0.364,45.8,545467.2921224871
48838614,257500,7/18/2015,530330314005,R2,9,3,1.75,1600,540,9790,1,1965,,47201896,-122001819,241400,786,1973,0.5352,0,65106,0.3568,38.2,263204.77742039255
48838765,320000,8/11/2015,530330303122,RS7.2,9,3,2,2020,480,7150,1,1990,,47294242,-122366567,250400,755,1983,0.4165,0.0521,50399,0.2854,43.8,340538.51692057727
48838957,315000,5/30/2015,530330287001,RS7200,9,3,1,1650,550,7500,1,1962,,47418862,-122323779,229100,1453,1958,0.9286,0,77917,0.2743,33,308410.75163206673
48839778,265000,7/11/2015,530330276002,RS12000,9,3,2,1200,,5200,1,2006,,47473839,-122348932,331000,839,1952,0.2994,0,31641,0.4838,30.1,
48839918,282000,4/11/2015,530330119002,SF 7200,9,2,1,880,,7282,1,1955,,47505605,-122252906,270000,917,1951,0.7085,0,57218,0.2982,43.8,
48840416,244000,4/22/2015,530330260022,R8P,9,3,1,2000,760,15900,1,1948,78,47481573,-122232729,304700,542,1963,0.4462,0.0637,44449,0.1519,42.6,250607.2245589558
48840514,534000,8/14/2015,530330005002,SF 7200,9,4,2,1960,220,8704,1,1951,,47723092,-122361354,565200,,1953,0.9775,0.0707,142019,0.1465,54.5,523878.25551157404
48840598,615000,5/16/2015,530330322131,R4,9,3,2.25,2230,550,17160,2,1974,,47592445,-122000890,629900,,1977,0.9246,0.0348,118688,0.3607,47.2,757785.1127621956
48840938,919950,6/13/2015,530330116002,SF 5000,9,5,3.5,3270,510,4192,2,2015,79,47531912,-122383258,369300,1279,1949,0.672,0,125587,0.2736,42.1,902927.6581935436
48842585,2055000,7/29/2015,530330242001,R16,9,3,2.5,3070,790,19844,2,1984,,47621427,-122237120,1000001,1478,1966,0.9095,0.072,216471,0.4181,44,1207649.4651378053
48842795,620000,6/13/2015,530330323262,RA5P,9,4,2.5,2710,920,39115,2,1986,,47717045,-122085179,638600,1465,1991,0.7051,0.0273,93646,0.3245,43.9,564769.5438892745
48846220,235000,6/16/2015,530330312021,A10,9,3,1.5,1650,,21420,1,1968,79,47260102,-122086750,297100,,1978,0.796,0.1023,92973,0.402,44.8,251946.19041654156
48846567,399950,8/13/2015,530330286003,R12.5,9,3,3,2150,,10500,1,1954,82,47434016,-122341197,445500,1515,1964,0.8782,0,103000,0.3526,50.6,388396.92394554685
48846626,638500,5/6/2015,530330286003,R7.2,9,4,1.75,1770,550,12462,1,1962,82,47435529,-122338339,445500,1515,1964,0.8782,0,103000,0.3526,50.6,574781.0571218609
48847217,585000,6/27/2015,530330018001,SF 5000,9,4,2,1730,300,5300,1,1964,,47696800,-122336847,430500,1155,1978,0.5722,0,94107,0.2819,26.2,573666.98500323
48847721,600000,9/15/2015,530330052004,SF 5000,9,4,2,1550,,3000,2,1918,,47660363,-122323582,576100,1480,1939,0.5,0,87308,0.1898,27.7,402875.70356587577
48847846,775000,9/9/2015,530330229023,R4,9,6,2,3680,440,18390,2,1966,,47644682,-122110506,542700,1421,1977,0.6623,0.1958,61250,0.5519,36.6,952746.4927514824
48849044,905000,9/18/2015,530330042002,SF 5000,9,4,3,2220,300,4850,1,1950,,47672360,-122279968,578400,1088,1959,0.6464,0,90357,0.2586,38.3,848847.0990896538
48849931,420000,5/5/2015,530330250012,R6,9,4,1.75,1340,510,8400,1,1967,,47538167,-122173364,450400,1141,1980,0.5528,0.0391,71311,0.4049,33.9,
48850160,279900,4/8/2015,530330303051,RS9.6,9,3,1,1280,,12928,2,1942,,47321504,-122399192,269100,983,1978,0.5418,0.0852,65568,0.3138,38.1,
48851142,329000,5/8/2015,530330317035,SR4.5,9,3,2.75,2300,660,9646,2,1988,,47374074,-122161928,400800,,1978,0.9023,0,134167,0.1635,48.7,401852.14244596456
48853563,382500,7/25/2015,530330012002,SF 5000,9,2,1,810,,8287,1,1941,,47702470,-122322400,373900,862,1975,0.1446,0.0268,40665,0.1325,28.1,
48854096,766000,9/5/2015,530330247021,R4,9,4,4,4140,820,11165,2,1984,78,47534428,-122191185,458200,1438,1989,0.7821,0.0167,101793,0.3341,39,2563184.392567066
48854332,625000,4/11/2015,530330323115,RA10,9,3,2.5,2750,720,35000,2,1993,,47750041,-122023930,716000,1184,1993,0.7293,0,143750,0.5385,40.5,875506.3193036069
48854721,705000,8/28/2015,530330236013,R4,9,5,3,2260,240,8400,2,1967,,47603238,-122168028,605800,,1965,0.9544,0.1296,112054,0.3465,45.2,636481.9311479249
48854744,690000,9/30/2015,530330236013,R4,9,3,2,1960,480,7245,1,1967,,47604554,-122169076,605800,,1965,0.9544,0.1296,112054,0.3465,45.2,673126.2154102607
48854795,625000,5/27/2015,530330236012,R4,9,3,1.75,1830,340,7500,1,1977,,47605984,-122174479,454700,1204,1985,0.3559,0,60917,0.1632,31.9,628816.6476976118
48856861,817500,4/30/2015,530330322133,R4,9,4,3,2910,950,35679,2,1987,,47585781,-121991187,592500,,1999,0.9639,0.0694,154840,0.6606,38.7,645329.1896012262
48857395,481000,8/6/2015,530330219052,RSA 6,9,4,3,1900,600,7416,2,1972,,47734957,-122184997,336800,,1977,0.8499,0,96835,0.388,36.4,641809.6612924808
48857533,1300000,8/12/2015,530330038001,SF 5000,9,5,2.75,3070,260,4635,2,2015,78,47681374,-122291182,532600,996,1947,0.6566,0.0868,79141,0.2765,36.1,1160844.1357124574
48858292,426000,5/30/2015,530330231002,R5,9,3,1.5,1370,410,7200,1,1959,,47617517,-122120313,357700,1446,1959,0.8385,0.0381,64875,0.2181,39.8,
48859577,850000,8/26/2015,530330227021,RS 7.2,9,3,2,1660,420,7700,1,1985,,47662670,-122193556,678800,1144,1983,0.6699,0,106677,0.2876,39.5,833093.8948435199
48859956,520000,5/1/2015,530330202004,R6,9,4,3,1870,600,7667,1,1966,,47772399,-122361593,426800,,1967,0.961,0.0245,97404,0.1671,49.3,516046.03935920476
48860006,430000,6/23/2015,530330220031,RSA 6,9,4,1.75,1490,480,7276,1,1972,,47727322,-122195945,371800,1388,1971,0.9157,0,100761,0.4625,35.5,
48860189,355000,6/30/2015,530330320103,R6,9,4,2.5,1910,620,7990,2,1996,,47383832,-122034560,329100,,1999,1,0.0339,112656,0.6334,33.8,303275.0501292759
48860444,2750000,6/25/2015,530330209003,R4,9,3,4,4600,,142005,1,1977,,47744465,-122369840,704900,875,1963,0.8438,0.0278,146364,0.4036,39.9,2512881.4060914023
48861555,328000,7/25/2015,530330296022,R1,9,3,1.5,2250,320,40212,1,1959,,47344815,-122183720,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,328775.3767156589
48862696,359950,8/1/2015,530330298026,R5,9,5,3,3090,460,9759,2,1987,,47342358,-122270459,327800,1740,1990,0.9271,0.0804,89211,0.4869,38.4,610752.8415278471
48862798,243500,9/5/2015,530330299021,R5,9,3,1.75,1230,480,8615,1,1984,,47332882,-122270095,285300,1650,1986,0.9081,0.1181,82344,0.378,45.2,
48862994,465000,5/1/2015,530330103002,SF 5000,9,3,1,930,200,3348,1,1926,,47553181,-122277203,305300,648,1939,0.7097,0,50760,0.3821,37.2,
48863044,461000,8/19/2015,530330103002,SF 5000,9,2,1,760,,3090,1,1904,,47552439,-122276011,305300,648,1939,0.7097,0,50760,0.3821,37.2,
48863081,404200,6/3/2015,530330103002,SF 5000,9,1,1,930,,6180,1,1917,,47551392,-122276566,305300,648,1939,0.7097,0,50760,0.3821,37.2,
48864107,493000,6/11/2015,530330118006,SF 5000,9,4,2.5,2230,580,4500,2,2005,,47526923,-122265470,365600,793,1964,0.1595,0.0426,25059,0.502,27.6,752565.0307073514
48864231,459000,8/7/2015,530330118001,SF 5000,9,3,2,1520,400,5500,1,1977,78,47525590,-122263469,467700,1000,1958,0.6416,0.0781,89097,0.0218,53.8,451290.9592733701
48864576,530000,6/11/2015,530330258063,R6,9,5,2.75,2938,480,8033,2,2015,,47466067,-122213586,292600,1344,1976,0.5028,0.1135,69306,0.4087,32.4,461685.82293435873
48865131,351000,9/18/2015,530330253011,R6,9,3,1,1670,,10270,1,1946,,47517138,-122201464,387000,1392,1994,0.2137,0.0993,82092,0.1868,42.8,315279.76552152523
48865491,775000,9/23/2015,530330247024,R3.5,9,5,2.5,3770,720,8000,2,2005,82,47548235,-122193923,495900,1582,1987,0.8303,0.0339,88952,0.3376,48.2,2226181.319859191
48868763,630000,4/4/2015,530330028003,SF 5000,9,2,2,1260,,5300,1,1951,,47680840,-122347861,491700,1145,1950,0.385,0.2429,54574,0.1943,38,
48868799,612000,6/11/2015,530330028003,SF 5000,9,2,1,1440,,3000,1,1900,82,47680524,-122346361,491700,1145,1950,0.385,0.2429,54574,0.1943,38,
48869213,424305,4/11/2015,530330262002,LDR,9,3,3,1600,,5960,2,1910,79,47475898,-122264432,290100,802,1972,0.4267,0.0551,65282,0.1633,44.4,283357.02351688757
48869219,252000,9/12/2015,530330262002,LDR,9,2,1,1580,,9409,1,1936,78,47474258,-122264471,290100,802,1972,0.4267,0.0551,65282,0.1633,44.4,246742.59982408077
48869370,306000,8/18/2015,530330262004,LDR,9,4,2,2200,,11285,1,1960,78,47474523,-122258612,164200,883,1973,0.4003,0.0767,37500,0.2967,37.4,312374.5974162189
48869630,355000,5/1/2015,530330294055,SR6,9,4,2.5,2460,480,8049,2,1990,,47409507,-122168256,325300,1831,1992,0.8576,0,91875,0.5029,41.6,415717.0682999904
48870018,500050,9/10/2015,530330323232,R6,9,3,1.75,1490,460,11780,1,1971,,47694558,-122111574,518100,1781,1992,0.5125,0,67650,0.192,58.4,
48870332,290000,8/20/2015,530330294071,SR6,9,3,2,1470,460,11857,1,1960,,47397098,-122199626,219000,800,1983,0.2727,0.1273,28553,0.3636,32.9,
48870419,288800,6/30/2015,530330294081,SR6,9,4,1.75,2030,,9638,1,1962,,47395353,-122194685,200000,684,1977,0.5699,0.0525,35625,0.4406,32.5,297820.09146362124
48870597,299950,9/1/2015,530330293033,R4,9,3,2,1270,460,9100,1,1977,78,47430371,-122205395,250900,1076,1994,0.7276,0.0325,56618,0.2396,41.4,
48871430,499000,8/18/2015,530330323223,R6,9,3,3,2080,480,13511,2,1983,,47717885,-122102312,487400,2001,1985,0.8545,0,140089,0.4081,37.7,731798.0441279992
48871507,668000,8/27/2015,530330323223,R6,9,3,3,2630,570,7300,2,1985,,47715823,-122101148,487400,2001,1985,0.8545,0,140089,0.4081,37.7,939698.2922343459
48872388,247500,4/1/2015,530330298012,R4,9,3,1.75,1960,240,15681,1,1967,,47357445,-122277402,358600,752,1977,0.564,0.069,85536,0.1414,50.3,264104.7616822201
48872711,333500,9/10/2015,530330284033,UL7200,9,3,2,1760,,9900,1,1904,,47439517,-122279618,215600,1136,1958,0.8152,0,57208,0.1778,44.7,290656.90839568817
